Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date
ORD1180,2025/05/05,Amit,amit30@gmail.com,9640151081,Mumbai ,Maharashtra,Laptop,Electronics,-1,499,0,UPI,Cancelled,10-05-2025
ORD1181,19-03-2025,Amit,amit5@gmail.com,9421136377,Delhi,Delhi,Laptop,Electronics,3,1499,15,COD,Cancelled,25-03-2025
ORD1182,25-06-2025,Rahul,rahul46@gmail.com,9993898089,Bengaluru,Karnataka,Bottle,Home,5 ,499,20,NetBanking,Returned,05-07-2025
ORD1183,12-04-2025,Amit,amit77@gmail.com,9241602288,Delhi,Delhi,Bottle,Home,4,9999,20,NetBanking,Cancelled,18-04-2025
ORD1184,30-06-2025,Priya,priya37@gmail.com,9830144426,Jaipur,Rajasthan,Chair,Furniture,N/A,4999,20,Card,Pending,04-07-2025
ORD1185,14-02-2025,Rahul,rahul56@gmail.com,9870048875,Delhi,Delhi,Watch,Fashion,1,999,N/A,NetBanking,Cancelled,18-02-2025
ORD1186,31-03-2025,Vikas,vikas44gmail.com,9462113296,Mumbai,Maharashtra,Chair,Furniture,-1,499,10,Card,Pending,07-04-2025
ORD1187,06-06-2025,Rahul,rahul91@gmail.com,9299209389,Delhi,Delhi,Mouse,Electronics,5,2599, ,Card,Returned,13-06-2025
ORD1188,18-02-2025,Rohit,rohit68@gmail.com,9134839694,Mumbai,Maharashtra,Mouse,Electronics,-1,2599,15,COD,Cancelled,28-02-2025
ORD1189,2025/04/30,neha  ,neha84@gmail.com,9104440852,Pune,Maharashtra,Shoes,Fashion,2,499,0,UPI,Pending,07-05-2025
ORD1190,27-06-2025,Rohit,rohit72@gmail.com,9828064790,Bengaluru,Karnataka,Laptop,Electronics,3,1499,N/A,NetBanking,Delivered,30-06-2025
ORD1191,10-05-2025,Sneha,sneha85@gmail.com,9260651088,Bengaluru,Karnataka,Bottle,Home,3,NULL,20,Wallet,Delivered,17-05-2025
ORD1192,10-04-2025,Sneha,sneha47@gmail.com,9346739926,Lucknow,UP,Chair,Furniture,2,1499,N/A,UPI,Returned,20-04-2025
ORD1193,24-02-2025,Rahul,rahul83@gmail.com,9914184322,Pune,Maharashtra,Bottle,Home,3,499,N/A,Wallet,Returned,01-03-2025
ORD1194,17-05-2025,Neha,neha48@gmail.com,9251581328,Bengaluru,Karnataka,Laptop,Electronics,5,1499,N/A,Card,Delivered,27-05-2025
ORD1195,26-06-2025,Rahul,rahul97@gmail.com,9670476961,Pune,Maharashtra,Shoes,Fashion,2,9999,20,COD,Delivered,01-07-2025
ORD1196,19-05-2025,Rohit,rohit36@gmail.com,9343829003,Lucknow,UP,Laptop,Electronics,4,9999,20,COD,Delivered,26-05-2025
ORD1197,31-03-2025,Rahul,rahul76@gmail.com,9977813525,Mumbai,Maharashtra,Watch,Fashion,5 ,499, ,COD,Delivered,07-04-2025
ORD1198,2025/05/11,Vikas,vikas75@gmail.com,N/A,Mumbai ,Maharashtra,Mouse,Electronics,-1,999,10,Card,Delivered,19-05-2025
ORD1199,16-03-2025,Priya,priya25@gmail.com,9827915503,Mumbai,Maharashtra,Chair,Furniture,-1,499,N/A,NetBanking,Returned,25-03-2025
ORD1200,32-13-2025,Rohit,rohit8@gmail.com,9900633970,Jaipur,Rajasthan,Mouse,Electronics,4,1499,5,Wallet,Pending,
ORD1201,24-01-2025,Rohit,rohit31@gmail.com,9117012775,Bengaluru,Karnataka,Shoes,Fashion,2,1999 ,0,UPI,Delivered,29-01-2025
ORD1202,16-05-2025,Rohit,rohit29@gmail.com,9297341581,Bengaluru,Karnataka,Chair,Furniture,5 ,9999, ,Wallet,Delivered,21-05-2025
ORD1203,29-04-2025,Vikas,vikas36@gmail.com,9900923665,Bengaluru,Karnataka,Bottle,Home,4,2599,20,UPI,Cancelled,07-05-2025
ORD1204,27-04-2025,Amit,amit28@gmail.com,9221581146,Lucknow,UP,Chair,Furniture,2,2599,N/A,NetBanking,Pending,02-05-2025
ORD1205,01-05-2025,Sneha,sneha50@gmail.com,9244857483,Pune,Maharashtra,Watch,Fashion,N/A,9999,N/A,COD,Delivered,04-05-2025
ORD1206,17-03-2025,Vikas,vikas95@gmail.com,9428593006,Bengaluru,Karnataka,Chair,Furniture,2,9999,0,UPI,Cancelled,22-03-2025
ORD1207,2025/03/14,Neha,neha51@gmail.com,9327323248,Delhi,Delhi,Laptop,Electronics,2,4999,20,UPI,Delivered,19-03-2025
ORD1208,19-02-2025,Sneha,sneha2@gmail.com,9448697337,Delhi,Delhi,Chair,Furniture,N/A,1499,N/A,UPI,Pending,25-02-2025
ORD1209,06-04-2025,Sneha,sneha58@gmail.com,9630635911,Pune,Maharashtra,Mouse,Electronics,N/A,1999 ,0,COD,Pending,12-04-2025
ORD1210,30-03-2025,Amit,amit72@gmail.com,9629685031,Mumbai,Maharashtra,Laptop,Electronics,N/A,NULL,N/A,COD,Returned,08-04-2025
ORD1211,25-02-2025,Rahul,rahul53@gmail.com,9264832711,Bengaluru,Karnataka,Chair,Furniture,N/A,1499, ,COD,Returned,04-03-2025
ORD1212,14-01-2025,Rohit,rohit67@gmail.com,9919764359,Pune,Maharashtra,Laptop,Electronics,5,1999 ,20,NetBanking,Delivered,23-01-2025
ORD1213,24-03-2025,Vikas,vikas32@gmail.com,9725923904,Mumbai,Maharashtra,Mouse,Electronics,5,1499,0,UPI,Cancelled,03-04-2025
ORD1214,22-01-2025,Neha,neha23@gmail.com,9763321213,Lucknow,UP,Shoes,Fashion,5 ,NULL,N/A,NetBanking,Pending,01-02-2025
ORD1215,11-04-2025,Vikas,vikas57@gmail.com,9116763158,Jaipur,Rajasthan,Mouse,Electronics,5,9999,N/A,Wallet,Returned,18-04-2025
ORD1216,2025/04/11,vikas  ,vikas16@gmail.com,9274302465,Bengaluru ,Karnataka,Chair,Furniture,N/A,1499, ,Card,Returned,18-04-2025
ORD1217,25-04-2025,Neha,neha6gmail.com,9913448662,Bengaluru,Karnataka,Laptop,Electronics,5,9999,10,Card,Returned,28-04-2025
ORD1218,21-05-2025,Amit,amit29@gmail.com,9171906382,Lucknow,UP,Bottle,Home,2,1499,20,UPI,Returned,23-05-2025
 ,26-01-2025,Rahul,rahul38@gmail.com,9240228562,Mumbai,Maharashtra,Mouse,Electronics,5,499,10,UPI,Pending,28-01-2025
ORD1220,04-04-2025,Rohit,rohit96@gmail.com,N/A,Bengaluru,Karnataka,Watch,Fashion,1,9999,10,COD,Returned,08-04-2025
ORD1221,02-02-2025,Vikas,vikas94@gmail.com,9250810488,Lucknow,UP,Bottle,Home,5,999,15,NetBanking,Returned,08-02-2025
ORD1222,27-05-2025,Sneha,sneha39@gmail.com,9835766723,Lucknow,UP,Watch,Fashion,3,4999,15,Wallet,Returned,29-05-2025
ORD1223,01-05-2025,Vikas,vikas81@gmail.com,9706847038,Pune,Maharashtra,Watch,Fashion,5,4999,10,COD,Cancelled,10-05-2025
ORD1224,15-03-2025,Rahul,rahul61@gmail.com,9378954231,Mumbai,Maharashtra,Mouse,Electronics,2,4999,0,COD,Returned,20-03-2025
ORD1225,2025/06/15,Neha,neha22@gmail.com,9739669657,Lucknow,UP,Shoes,Fashion,N/A,999,20,Wallet,Pending,
ORD1226,16-01-2025,Rohit,rohit61@gmail.com,9334158867,Mumbai,Maharashtra,Watch,Fashion,5 ,499,20,UPI,Cancelled,19-01-2025
ORD1227,15-01-2025,Rohit,rohit73@gmail.com,9753446036,Lucknow,UP,Bottle,Home,2,499,10,NetBanking,Returned,22-01-2025
ORD1228,06-03-2025,Priya,priya72@gmail.com,9286654600,Bengaluru,Karnataka,Shoes,Fashion,2,499,15,Wallet,Pending,12-03-2025
ORD1229,06-06-2025,Rohit,rohit55@gmail.com,9202480572,Jaipur,Rajasthan,Bottle,Home,5 ,499,10,Wallet,Returned,10-06-2025
ORD1230,23-01-2025,Priya,priya62@gmail.com,9703144165,Delhi,Delhi,Shoes,Fashion,3,4999, ,NetBanking,Delivered,02-02-2025
ORD1231,07-05-2025,Neha,neha57@gmail.com,9311923454,Lucknow,UP,Bottle,Home,2,499,N/A,UPI,Delivered,10-05-2025
ORD1232,02-01-2025,Rohit,rohit3@gmail.com,9744822787,Pune,Maharashtra,Watch,Fashion,N/A,2599,10,Wallet,Delivered,12-01-2025
ORD1233,23-04-2025,Amit,amit78@gmail.com,9170597569,Delhi,Delhi,Bottle,Home,4,999,20,NetBanking,Pending,30-04-2025
ORD1234,2025/02/20,Rahul,rahul71@gmail.com,9252370625,Mumbai ,Maharashtra,Mouse,Electronics,4,2599,20,COD,Delivered,27-02-2025
ORD1235,10-06-2025,Rohit,rohit82@gmail.com,9786681008,Mumbai,Maharashtra,Laptop,Electronics,5 ,9999, ,Wallet,Returned,18-06-2025
ORD1236,30-03-2025,Sneha,sneha52@gmail.com,9467598211,Pune,Maharashtra,Shoes,Fashion,5,4999,20,UPI,Returned,08-04-2025
ORD1237,08-02-2025,Sneha,sneha64@gmail.com,9609840956,Delhi,Delhi,Mouse,Electronics,5 ,2599,10,NetBanking,Pending,12-02-2025
ORD1238,13-02-2025,Sneha,sneha20@gmail.com,9215923777,Jaipur,Rajasthan,Chair,Furniture,3,2599,20,Wallet,Returned,22-02-2025
ORD1239,02-02-2025,Amit,amit99@gmail.com,9298132383,Delhi,Delhi,Mouse,Electronics,4,4999,20,COD,Delivered,09-02-2025
ORD1240,32-13-2025,Rahul,rahul41@gmail.com,9473396808,Pune,Maharashtra,Laptop,Electronics,1,1999 ,10,Wallet,Pending,22-03-2025
ORD1241,13-04-2025,Rahul,rahul74@gmail.com,9266228954,Delhi,Delhi,Chair,Furniture,5,1499, ,COD,Cancelled,15-04-2025
ORD1242,18-06-2025,Priya,priya44@gmail.com,N/A,Bengaluru,Karnataka,Chair,Furniture,4,9999,20,NetBanking,Returned,22-06-2025
ORD1243,2025/01/20,neha  ,neha72@gmail.com,9384057702,Lucknow,UP,Chair,Furniture,5,999,0,Wallet,Cancelled,24-01-2025
ORD1244,19-01-2025,Amit,amit54@gmail.com,9855809712,Mumbai,Maharashtra,Shoes,Fashion,5 ,499,10,Card,Pending,23-01-2025
ORD1245,20-04-2025,Rahul,rahul89@gmail.com,9549999839,Delhi,Delhi,Chair,Furniture,5 ,1499,10,COD,Pending,29-04-2025
ORD1246,18-06-2025,Sneha,sneha96@gmail.com,9947789147,Mumbai,Maharashtra,Watch,Fashion,4,NULL, ,UPI,Returned,25-06-2025
ORD1247,28-06-2025,Amit,amit15@gmail.com,9343013197,Delhi,Delhi,Chair,Furniture,5 ,1999 ,5,Card,Delivered,01-07-2025
ORD1248,13-06-2025,Priya,priya58gmail.com,9202774742,Bengaluru,Karnataka,Mouse,Electronics,3,4999,20,Card,Pending,19-06-2025
ORD1249,17-04-2025,Vikas,vikas45@gmail.com,9491984023,Mumbai,Maharashtra,Mouse,Electronics,5 ,499, ,COD,Cancelled,19-04-2025
ORD1250,18-03-2025,Rohit,rohit92@gmail.com,9859832681,Mumbai,Maharashtra,Bottle,Home,N/A,2599, ,Card,Delivered,
ORD1251,26-06-2025,Neha,neha24@gmail.com,9849220357,Mumbai,Maharashtra,Watch,Fashion,3,1999 ,20,Wallet,Cancelled,05-07-2025
ORD1252,2025/05/26,Neha,neha57@gmail.com,9774537571,Delhi ,Delhi,Laptop,Electronics,N/A,1499,15,UPI,Pending,01-06-2025
ORD1253,27-03-2025,Priya,priya3@gmail.com,9739892616,Pune,Maharashtra,Laptop,Electronics,5,1999 ,0,NetBanking,Cancelled,01-04-2025
ORD1254,01-01-2025,Priya,priya99@gmail.com,9422425247,Jaipur,Rajasthan,Laptop,Electronics,N/A,9999,20,UPI,Delivered,04-01-2025
ORD1255,27-05-2025,Rahul,rahul55@gmail.com,9369161142,Mumbai,Maharashtra,Bottle,Home,N/A,9999,0,Card,Cancelled,04-06-2025
ORD1256,02-01-2025,Rahul,rahul71@gmail.com,9808851312,Mumbai,Maharashtra,Laptop,Electronics,2,499,15,COD,Pending,07-01-2025
ORD1257,23-06-2025,Vikas,vikas26@gmail.com,9828811528,Mumbai,Maharashtra,Watch,Fashion,-1,9999,15,COD,Returned,25-06-2025
ORD1258,13-02-2025,Neha,neha55@gmail.com,9196604908,Lucknow,UP,Shoes,Fashion,2,4999,15,NetBanking,Delivered,21-02-2025
ORD1259,21-03-2025,Rahul,rahul55@gmail.com,9414758374,Delhi,Delhi,Mouse,Electronics,5 ,999,0,Wallet,Returned,23-03-2025
ORD1260,20-02-2025,Sneha,sneha41@gmail.com,9970915750,Delhi,Delhi,Bottle,Home,-1,1499, ,Wallet,Returned,26-02-2025
ORD1261,2025/03/21,Rahul,rahul40@gmail.com,9141105701,Bengaluru,Karnataka,Laptop,Electronics,-1,1499, ,COD,Pending,27-03-2025
ORD1262,29-06-2025,Sneha,sneha24@gmail.com,9282445351,Pune,Maharashtra,Bottle,Home,5 ,499,10,Card,Returned,07-07-2025
ORD1263,23-05-2025,Amit,amit89@gmail.com,9432372075,Mumbai,Maharashtra,Laptop,Electronics,3,1999 ,10,Wallet,Returned,31-05-2025
ORD1264,23-04-2025,Neha,neha77@gmail.com,N/A,Jaipur,Rajasthan,Shoes,Fashion,N/A,NULL, ,Wallet,Returned,27-04-2025
ORD1265,26-06-2025,Neha,neha42@gmail.com,9775830472,Lucknow,UP,Laptop,Electronics,N/A,1499,0,Card,Cancelled,06-07-2025
ORD1266,12-04-2025,Sneha,sneha10@gmail.com,9408316749,Mumbai,Maharashtra,Shoes,Fashion,3,499,15,COD,Delivered,16-04-2025
ORD1267,09-01-2025,Neha,neha54@gmail.com,9588418445,Mumbai,Maharashtra,Mouse,Electronics,4,499,10,Wallet,Cancelled,17-01-2025
ORD1268,12-02-2025,Neha,neha99@gmail.com,9434349945,Jaipur,Rajasthan,Watch,Fashion,3,9999,20,UPI,Pending,18-02-2025
ORD1269,07-03-2025,Sneha,sneha66@gmail.com,9218301286,Lucknow,UP,Mouse,Electronics,-1,999, ,COD,Pending,11-03-2025
ORD1270,2025/01/09,neha  ,neha14@gmail.com,9335548258,Pune ,Maharashtra,Watch,Fashion,N/A,499,20,NetBanking,Returned,15-01-2025
ORD1271,12-06-2025,Rohit,rohit72@gmail.com,9387139728,Pune,Maharashtra,Shoes,Fashion,5,2599,0,UPI,Returned,17-06-2025
ORD1272,16-04-2025,Sneha,sneha56@gmail.com,9233370133,Delhi,Delhi,Shoes,Fashion,N/A,9999,15,NetBanking,Delivered,24-04-2025
ORD1273,19-05-2025,Vikas,vikas29@gmail.com,9933581073,Bengaluru,Karnataka,Bottle,Home,5 ,999,15,NetBanking,Pending,28-05-2025
ORD1274,01-05-2025,Sneha,sneha21@gmail.com,9260884331,Pune,Maharashtra,Bottle,Home,N/A,1499,10,UPI,Returned,07-05-2025
ORD1275,15-03-2025,Priya,priya71@gmail.com,9884785474,Pune,Maharashtra,Shoes,Fashion,1,1999 ,0,COD,Returned,
ORD1276,22-01-2025,Rahul,rahul20@gmail.com,9738093025,Mumbai,Maharashtra,Shoes,Fashion,1,1999 ,5,Wallet,Cancelled,28-01-2025
ORD1277,21-03-2025,Sneha,sneha4@gmail.com,9514685895,Bengaluru,Karnataka,Chair,Furniture,2,2599,15,COD,Returned,29-03-2025
ORD1278,31-05-2025,Amit,amit21@gmail.com,9142819354,Pune,Maharashtra,Watch,Fashion,2,4999,0,UPI,Delivered,04-06-2025
ORD1279,2025/03/28,Sneha,sneha86gmail.com,9120188822,Pune,Maharashtra,Chair,Furniture,4,NULL,20,Wallet,Cancelled,06-04-2025
ORD1280,32-13-2025,Rahul,rahul74@gmail.com,9352557106,Pune,Maharashtra,Laptop,Electronics,4,1999 ,10,Card,Delivered,27-04-2025
ORD1281,19-01-2025,Amit,amit29@gmail.com,9979454031,Jaipur,Rajasthan,Mouse,Electronics,-1,1999 ,20,COD,Delivered,22-01-2025
ORD1282,13-03-2025,Amit,amit69@gmail.com,9644434191,Bengaluru,Karnataka,Mouse,Electronics,-1,499,20,NetBanking,Returned,16-03-2025
ORD1283,26-04-2025,Vikas,vikas32@gmail.com,9297674020,Jaipur,Rajasthan,Laptop,Electronics,5,1499,20,COD,Returned,06-05-2025
ORD1284,24-05-2025,Rohit,rohit53@gmail.com,9226514142,Pune,Maharashtra,Chair,Furniture,N/A,4999,5,UPI,Cancelled,31-05-2025
ORD1285,13-05-2025,Rahul,rahul62@gmail.com,9780966201,Lucknow,UP,Watch,Fashion,1,1999 ,0,UPI,Cancelled,18-05-2025
ORD1286,03-04-2025,Sneha,sneha18@gmail.com,N/A,Mumbai,Maharashtra,Shoes,Fashion,5 ,999,0,Card,Delivered,06-04-2025
ORD1287,12-03-2025,Rohit,rohit24@gmail.com,9535823358,Mumbai,Maharashtra,Bottle,Home,N/A,NULL,15,Card,Returned,18-03-2025
ORD1288,2025/03/25,Priya,priya37@gmail.com,9149442884,Bengaluru ,Karnataka,Laptop,Electronics,1,4999, ,Wallet,Cancelled,03-04-2025
ORD1289,31-03-2025,Vikas,vikas42@gmail.com,9651366276,Jaipur,Rajasthan,Watch,Fashion,5,999,N/A,COD,Delivered,03-04-2025
ORD1290,06-03-2025,Priya,priya70@gmail.com,9708434568,Bengaluru,Karnataka,Laptop,Electronics,-1,9999,15,Card,Delivered,08-03-2025
ORD1291,26-03-2025,Amit,amit94@gmail.com,9934522676,Delhi,Delhi,Bottle,Home,2,999, ,Card,Pending,29-03-2025
 ,24-06-2025,Rahul,rahul60@gmail.com,9250231514,Pune,Maharashtra,Laptop,Electronics,2,1499, ,COD,Pending,27-06-2025
ORD1293,14-03-2025,Rahul,rahul10@gmail.com,9168263225,Bengaluru,Karnataka,Laptop,Electronics,3,NULL, ,UPI,Returned,23-03-2025
ORD1294,01-06-2025,Amit,amit42@gmail.com,9338825871,Pune,Maharashtra,Shoes,Fashion,N/A,NULL,20,Wallet,Returned,07-06-2025
ORD1295,24-06-2025,Priya,priya27@gmail.com,9733464584,Lucknow,UP,Watch,Fashion,-1,4999,5,NetBanking,Cancelled,04-07-2025
ORD1296,25-06-2025,Sneha,sneha88@gmail.com,9807038611,Pune,Maharashtra,Laptop,Electronics,5 ,NULL,0,Wallet,Pending,27-06-2025
ORD1297,2025/06/18,sneha  ,sneha36@gmail.com,9321478481,Bengaluru,Karnataka,Shoes,Fashion,3,9999,15,Wallet,Pending,21-06-2025
ORD1298,03-02-2025,Amit,amit54@gmail.com,9454902491,Pune,Maharashtra,Watch,Fashion,-1,1999 , ,Wallet,Pending,09-02-2025
ORD1299,12-05-2025,Rohit,rohit84@gmail.com,9519363731,Mumbai,Maharashtra,Shoes,Fashion,5 ,1999 ,0,UPI,Returned,18-05-2025
ORD1300,25-02-2025,Amit,amit19@gmail.com,9222483704,Jaipur,Rajasthan,Bottle,Home,1,499,5,NetBanking,Delivered,
ORD1301,10-04-2025,Vikas,vikas52@gmail.com,9555571399,Jaipur,Rajasthan,Shoes,Fashion,N/A,1499,10,Card,Delivered,20-04-2025
ORD1302,20-05-2025,Amit,amit79@gmail.com,9239911474,Bengaluru,Karnataka,Watch,Fashion,2,4999,N/A,COD,Returned,30-05-2025
ORD1303,20-06-2025,Rahul,rahul6@gmail.com,9432269451,Jaipur,Rajasthan,Shoes,Fashion,3,NULL,15,Wallet,Delivered,25-06-2025
ORD1304,17-02-2025,Priya,priya53@gmail.com,9555193174,Pune,Maharashtra,Bottle,Home,-1,1999 ,N/A,UPI,Pending,25-02-2025
ORD1305,09-02-2025,Vikas,vikas86@gmail.com,9523265367,Bengaluru,Karnataka,Chair,Furniture,4,1999 ,N/A,COD,Delivered,12-02-2025
ORD1306,2025/01/05,Sneha,sneha87@gmail.com,9217558569,Mumbai ,Maharashtra,Mouse,Electronics,1,999,N/A,Wallet,Delivered,12-01-2025
ORD1307,19-02-2025,Amit,amit22@gmail.com,9261952088,Bengaluru,Karnataka,Laptop,Electronics,5,9999,N/A,NetBanking,Delivered,26-02-2025
ORD1308,09-02-2025,Rahul,rahul41@gmail.com,N/A,Delhi,Delhi,Chair,Furniture,2,1499,5,COD,Pending,12-02-2025
ORD1309,08-04-2025,Sneha,sneha88@gmail.com,9392114679,Jaipur,Rajasthan,Shoes,Fashion,2,1999 ,20,COD,Cancelled,18-04-2025
ORD1310,10-03-2025,Amit,amit7gmail.com,9303283049,Lucknow,UP,Bottle,Home,5 ,2599,10,Card,Cancelled,13-03-2025
ORD1311,23-06-2025,Sneha,sneha18@gmail.com,9199150123,Jaipur,Rajasthan,Bottle,Home,4,1999 ,15,Wallet,Pending,02-07-2025
ORD1312,03-02-2025,Amit,amit19@gmail.com,9113360501,Pune,Maharashtra,Laptop,Electronics,5 ,9999,5,COD,Cancelled,08-02-2025
ORD1313,12-03-2025,Vikas,vikas2@gmail.com,9296775424,Lucknow,UP,Bottle,Home,2,499,10,Wallet,Returned,18-03-2025
ORD1314,14-01-2025,Vikas,vikas8@gmail.com,9612657813,Pune,Maharashtra,Chair,Furniture,5 ,4999,5,COD,Delivered,17-01-2025
ORD1315,2025/06/04,Rohit,rohit38@gmail.com,9122667888,Lucknow,UP,Laptop,Electronics,4,499, ,NetBanking,Delivered,11-06-2025
ORD1316,14-02-2025,Amit,amit95@gmail.com,9399340561,Jaipur,Rajasthan,Bottle,Home,3,NULL,15,UPI,Delivered,22-02-2025
ORD1317,11-02-2025,Sneha,sneha63@gmail.com,9849913603,Jaipur,Rajasthan,Shoes,Fashion,4,NULL, ,NetBanking,Delivered,20-02-2025
ORD1318,21-02-2025,Rahul,rahul73@gmail.com,9771789560,Bengaluru,Karnataka,Bottle,Home,2,499,10,NetBanking,Cancelled,25-02-2025
ORD1319,10-06-2025,Rahul,rahul7@gmail.com,9894093725,Mumbai,Maharashtra,Mouse,Electronics,5,NULL,0,COD,Cancelled,12-06-2025
ORD1320,32-13-2025,Rahul,rahul4@gmail.com,9574814751,Pune,Maharashtra,Laptop,Electronics,1,4999,10,NetBanking,Cancelled,20-06-2025
ORD1321,18-06-2025,Vikas,vikas53@gmail.com,9910821614,Mumbai,Maharashtra,Bottle,Home,3,999,20,NetBanking,Returned,22-06-2025
ORD1322,16-04-2025,Vikas,vikas30@gmail.com,9997851784,Pune,Maharashtra,Mouse,Electronics,5,4999,5,Card,Returned,21-04-2025
ORD1323,04-01-2025,Priya,priya11@gmail.com,9838548948,Jaipur,Rajasthan,Shoes,Fashion,2,9999,5,COD,Pending,11-01-2025
ORD1324,2025/05/31,rohit  ,rohit58@gmail.com,9113037103,Pune ,Maharashtra,Laptop,Electronics,5 ,4999,10,NetBanking,Pending,05-06-2025
ORD1325,29-05-2025,Amit,amit47@gmail.com,9397896952,Pune,Maharashtra,Mouse,Electronics,2,2599,0,Card,Pending,
ORD1326,14-04-2025,Priya,priya36@gmail.com,9982539227,Bengaluru,Karnataka,Laptop,Electronics,N/A,2599,N/A,UPI,Returned,17-04-2025
ORD1327,23-06-2025,Amit,amit42@gmail.com,9292419662,Delhi,Delhi,Laptop,Electronics,2,1999 ,10,Wallet,Pending,01-07-2025
ORD1328,15-05-2025,Amit,amit64@gmail.com,9310217232,Mumbai,Maharashtra,Chair,Furniture,3,1999 ,N/A,NetBanking,Returned,21-05-2025
ORD1329,09-05-2025,Rahul,rahul90@gmail.com,9706293416,Delhi,Delhi,Bottle,Home,5,4999,20,NetBanking,Returned,17-05-2025
ORD1330,06-06-2025,Vikas,vikas41@gmail.com,N/A,Lucknow,UP,Mouse,Electronics,3,9999,0,UPI,Pending,10-06-2025
ORD1331,23-06-2025,Sneha,sneha20@gmail.com,9561744309,Pune,Maharashtra,Mouse,Electronics,5 ,4999, ,COD,Delivered,27-06-2025
ORD1332,20-02-2025,Rohit,rohit35@gmail.com,9532206110,Bengaluru,Karnataka,Shoes,Fashion,3,NULL,10,NetBanking,Cancelled,23-02-2025
ORD1333,2025/05/02,Sneha,sneha67@gmail.com,9324547716,Bengaluru,Karnataka,Laptop,Electronics,4,4999,15,Wallet,Delivered,11-05-2025
ORD1334,27-02-2025,Rahul,rahul98@gmail.com,9151907626,Pune,Maharashtra,Bottle,Home,3,1999 ,0,Card,Returned,08-03-2025
ORD1335,08-04-2025,Rohit,rohit34@gmail.com,9113457890,Lucknow,UP,Chair,Furniture,3,2599,0,Card,Pending,17-04-2025
ORD1336,03-01-2025,Amit,amit37@gmail.com,9206017601,Lucknow,UP,Chair,Furniture,N/A,9999,15,COD,Pending,12-01-2025
ORD1337,04-02-2025,Rahul,rahul58@gmail.com,9753076727,Jaipur,Rajasthan,Laptop,Electronics,4,999, ,NetBanking,Cancelled,13-02-2025
ORD1338,13-06-2025,Neha,neha99@gmail.com,9429636320,Lucknow,UP,Laptop,Electronics,5,4999, ,Wallet,Pending,16-06-2025
ORD1339,23-02-2025,Rahul,rahul24@gmail.com,9301753805,Lucknow,UP,Watch,Fashion,3,499,0,COD,Delivered,27-02-2025
ORD1340,27-03-2025,Rohit,rohit84@gmail.com,9258772494,Mumbai,Maharashtra,Shoes,Fashion,4,1499,N/A,Card,Delivered,06-04-2025
ORD1341,05-05-2025,Rahul,rahul93gmail.com,9182121049,Jaipur,Rajasthan,Laptop,Electronics,1,4999,15,Card,Pending,15-05-2025
ORD1342,2025/06/24,Rahul,rahul19@gmail.com,9869257406,Pune ,Maharashtra,Chair,Furniture,5 ,NULL,10,Wallet,Delivered,27-06-2025
ORD1343,23-02-2025,Rahul,rahul12@gmail.com,9783047502,Jaipur,Rajasthan,Laptop,Electronics,4,2599,0,NetBanking,Returned,27-02-2025
ORD1344,07-04-2025,Rahul,rahul9@gmail.com,9970222154,Mumbai,Maharashtra,Mouse,Electronics,N/A,499,20,Wallet,Pending,14-04-2025
ORD1345,05-06-2025,Sneha,sneha27@gmail.com,9536056189,Delhi,Delhi,Mouse,Electronics,1,499,20,NetBanking,Returned,15-06-2025
ORD1346,07-05-2025,Vikas,vikas51@gmail.com,9654467591,Lucknow,UP,Chair,Furniture,2,9999,N/A,UPI,Pending,14-05-2025
ORD1347,29-03-2025,Sneha,sneha3@gmail.com,9348019295,Mumbai,Maharashtra,Shoes,Fashion,1,499, ,UPI,Pending,31-03-2025
ORD1348,07-05-2025,Rahul,rahul68@gmail.com,9857040338,Mumbai,Maharashtra,Mouse,Electronics,2,499,5,COD,Delivered,09-05-2025
ORD1349,21-03-2025,Amit,amit68@gmail.com,9794705508,Pune,Maharashtra,Bottle,Home,5 ,999,20,UPI,Delivered,23-03-2025
ORD1350,10-04-2025,Rohit,rohit72@gmail.com,9665886128,Bengaluru,Karnataka,Laptop,Electronics,5 ,9999,5,Card,Returned,
ORD1351,2025/06/26,priya  ,priya80@gmail.com,9924669279,Jaipur,Rajasthan,Shoes,Fashion,5 ,1999 ,5,Wallet,Returned,29-06-2025
ORD1352,23-04-2025,Vikas,vikas87@gmail.com,N/A,Delhi,Delhi,Chair,Furniture,3,4999,0,UPI,Delivered,26-04-2025
ORD1353,07-02-2025,Sneha,sneha65@gmail.com,9559368648,Bengaluru,Karnataka,Watch,Fashion,-1,2599,10,NetBanking,Pending,12-02-2025
ORD1354,03-04-2025,Rahul,rahul12@gmail.com,9783505215,Mumbai,Maharashtra,Mouse,Electronics,1,499, ,Wallet,Returned,07-04-2025
ORD1355,10-03-2025,Sneha,sneha18@gmail.com,9117422351,Mumbai,Maharashtra,Watch,Fashion,4,999,15,Wallet,Pending,20-03-2025
ORD1356,03-06-2025,Vikas,vikas64@gmail.com,9191378164,Bengaluru,Karnataka,Laptop,Electronics,4,2599, ,NetBanking,Returned,13-06-2025
ORD1357,06-04-2025,Neha,neha91@gmail.com,9732569957,Bengaluru,Karnataka,Mouse,Electronics,5,2599,10,COD,Delivered,13-04-2025
