Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Sales,Discount_Amount,Net_Sales,Revenue_After_Discount,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Day_Name,Order_Quarter,Delivery_Days,Delivery_Performance
ORD1130,2025-01-13,Priya,priya44@gmail.com,9916562666.0,Delhi,Delhi,Bottle,Home,2.0,1999.0,5.0,Card,Cancelled,2025-01-23,3998.0,199.9,3798.1,3798.1,2025,1,January,13,Monday,1,10,Delayed
ORD1131,2025-05-31,Sneha,sneha26@gmail.com,9292626295.0,Lucknow,Up,Bottle,Home,3.0,999.0,10.0,UPI,Returned,2025-06-05,2997.0,299.7,2697.3,2697.3,2025,5,May,31,Saturday,2,5,Normal
ORD1132,2025-03-29,Amit,amit24@gmail.com,Unknown,Bengaluru,Karnataka,Watch,Fashion,3.0,2599.0,0.0,COD,Pending,2025-04-04,7797.0,0.0,7797.0,7797.0,2025,3,March,29,Saturday,1,6,Normal
ORD1133,2025-06-06,Vikas,vikas88@gmail.com,9376799977.0,Jaipur,Rajasthan,Watch,Fashion,3.0,1999.0,15.0,COD,Cancelled,2025-06-09,5997.0,899.55,5097.45,5097.45,2025,6,June,6,Friday,2,3,Fast
ORD1134,2025-03-02,Vikas,vikas63@gmail.com,9988475551.0,Pune,Maharashtra,Laptop,Electronics,3.0,499.0,0.0,Wallet,Cancelled,2025-03-10,1497.0,0.0,1497.0,1497.0,2025,3,March,2,Sunday,1,8,Delayed
ORD1135,2025-06-28,Neha  ,neha92@gmail.com,9614026109.0,Mumbai,Maharashtra,Shoes,Fashion,1.0,1999.0,20.0,NetBanking,Pending,2025-07-01,1999.0,399.8,1599.2,1599.2,2025,6,June,28,Saturday,2,3,Fast
ORD1136,2025-06-21,Rahul,rahul44@gmail.com,9843123958.0,Pune,Maharashtra,Mouse,Electronics,3.0,9999.0,10.0,Card,Delivered,2025-06-25,29997.0,2999.7,26997.3,26997.3,2025,6,June,21,Saturday,2,4,Normal
ORD1137,2025-05-08,Priya,priya19@gmail.com,9332427755.0,Delhi,Delhi,Mouse,Electronics,5.0,4999.0,10.0,Card,Pending,2025-05-12,24995.0,2499.5,22495.5,22495.5,2025,5,May,8,Thursday,2,4,Normal
ORD1138,2025-05-09,Rahul,rahul11@gmail.com,9944201387.0,Lucknow,Up,Shoes,Fashion,5.0,4999.0,5.0,UPI,Delivered,2025-05-18,24995.0,1249.75,23745.25,23745.25,2025,5,May,9,Friday,2,9,Delayed
ORD1139,2025-04-23,Amit,amit5@gmail.com,9371222104.0,Bengaluru,Karnataka,Bottle,Home,3.0,2599.0,0.0,UPI,Cancelled,2025-04-25,7797.0,0.0,7797.0,7797.0,2025,4,April,23,Wednesday,2,2,Fast
ORD1140,2025-05-05,Neha,neha87@gmail.com,9450353595.0,Lucknow,Up,Laptop,Electronics,1.0,4999.0,10.0,NetBanking,Cancelled,2025-05-12,4999.0,499.9,4499.1,4499.1,2025,5,May,5,Monday,2,7,Normal
ORD1141,2025-05-12,Amit,amit95@gmail.com,9184871973.0,Pune,Maharashtra,Chair,Furniture,5.0,9999.0,0.0,Wallet,Cancelled,2025-05-21,49995.0,0.0,49995.0,49995.0,2025,5,May,12,Monday,2,9,Delayed
ORD1142,2025-06-18,Vikas,vikas38@gmail.com,9879878656.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,1999.0,0.0,Card,Cancelled,2025-06-21,9995.0,0.0,9995.0,9995.0,2025,6,June,18,Wednesday,2,3,Fast
ORD1143,2025-04-16,Neha,neha16@gmail.com,9599207109.0,Bengaluru,Karnataka,Chair,Furniture,5.0,4999.0,0.0,COD,Returned,2025-04-18,24995.0,0.0,24995.0,24995.0,2025,4,April,16,Wednesday,2,2,Fast
ORD1144,2025-03-16,Vikas,vikas79@gmail.com,9571041137.0,Delhi ,Delhi,Watch,Fashion,1.0,1499.0,0.0,Wallet,Returned,2025-03-20,1499.0,0.0,1499.0,1499.0,2025,3,March,16,Sunday,1,4,Normal
ORD1145,2025-04-27,Rahul,rahul70@gmail.com,9503257666.0,Mumbai,Maharashtra,Bottle,Home,1.0,1499.0,0.0,COD,Pending,2025-05-02,1499.0,0.0,1499.0,1499.0,2025,4,April,27,Sunday,2,5,Normal
 ,2025-01-15,Sneha,sneha17@gmail.com,9151754926.0,Lucknow,Up,Bottle,Home,5.0,4999.0,5.0,COD,Returned,2025-01-21,24995.0,1249.75,23745.25,23745.25,2025,1,January,15,Wednesday,1,6,Normal
ORD1148,2025-03-28,Rahul,rahul11@gmail.com,9859241823.0,Mumbai,Maharashtra,Watch,Fashion,1.0,999.0,20.0,COD,Cancelled,2025-04-05,999.0,199.8,799.2,799.2,2025,3,March,28,Friday,1,8,Delayed
ORD1149,2025-04-01,Priya,priya44@gmail.com,9690060173.0,Pune,Maharashtra,Shoes,Fashion,2.0,1999.0,0.0,NetBanking,Returned,2025-04-10,3998.0,0.0,3998.0,3998.0,2025,4,April,1,Tuesday,2,9,Delayed
ORD1150,2025-05-15,Rohit,rohit3@gmail.com,9783266736.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,2599.0,10.0,UPI,Cancelled,2025-04-13,12995.0,1299.5,11695.5,11695.5,2025,5,May,15,Thursday,2,-32,Fast
ORD1151,2025-02-14,Amit,amit62@gmail.com,9779578645.0,Delhi,Delhi,Mouse,Electronics,1.0,2599.0,10.0,Wallet,Delivered,2025-02-23,2599.0,259.9,2339.1,2339.1,2025,2,February,14,Friday,1,9,Delayed
ORD1152,2025-06-18,Sneha,sneha20@gmail.com,9205144628.0,Jaipur,Rajasthan,Shoes,Fashion,2.0,4999.0,0.0,Wallet,Pending,2025-06-20,9998.0,0.0,9998.0,9998.0,2025,6,June,18,Wednesday,2,2,Fast
ORD1153,2025-08-06,Rohit,rohit92@gmail.com,9216677477.0,Bengaluru,Karnataka,Watch,Fashion,1.0,4999.0,0.0,Card,Returned,2025-06-12,4999.0,0.0,4999.0,4999.0,2025,8,August,6,Wednesday,3,-55,Fast
ORD1154,2025-04-24,Priya,priya58@gmail.com,Unknown,Pune,Maharashtra,Shoes,Fashion,5.0,2599.0,0.0,NetBanking,Delivered,2025-04-28,12995.0,0.0,12995.0,12995.0,2025,4,April,24,Thursday,2,4,Normal
ORD1156,2025-02-19,Neha,neha27@gmail.com,9482580040.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,4999.0,15.0,Wallet,Delivered,2025-02-27,14997.0,2249.55,12747.45,12747.45,2025,2,February,19,Wednesday,1,8,Delayed
ORD1157,2025-02-11,Amit,amit67@gmail.com,9600093777.0,Delhi,Delhi,Laptop,Electronics,3.0,1999.0,0.0,Card,Cancelled,2025-02-15,5997.0,0.0,5997.0,5997.0,2025,2,February,11,Tuesday,1,4,Normal
ORD1158,2025-06-09,Rohit,rohit77@gmail.com,9893447040.0,Lucknow,Up,Chair,Furniture,2.0,9999.0,20.0,Wallet,Delivered,2025-06-13,19998.0,3999.6,15998.4,15998.4,2025,6,June,9,Monday,2,4,Normal
ORD1159,2025-03-11,Neha,neha72@gmail.com,9719104422.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,2599.0,0.0,Wallet,Cancelled,2025-03-14,7797.0,0.0,7797.0,7797.0,2025,3,March,11,Tuesday,1,3,Fast
ORD1160,2025-04-07,Priya,priya27@gmail.com,9203667343.0,Mumbai,Maharashtra,Bottle,Home,2.0,9999.0,20.0,COD,Delivered,2025-04-13,19998.0,3999.6,15998.4,15998.4,2025,4,April,7,Monday,2,6,Normal
ORD1161,2025-06-30,Priya,priya55@gmail.com,9835595944.0,Mumbai,Maharashtra,Chair,Furniture,4.0,1499.0,20.0,Wallet,Delivered,2025-07-08,5996.0,1199.2,4796.8,4796.8,2025,6,June,30,Monday,2,8,Delayed
ORD1162,2025-03-28,Sneha  ,sneha8@gmail.com,9313737490.0,Delhi ,Delhi,Watch,Fashion,1.0,2599.0,0.0,Card,Delivered,2025-04-01,2599.0,0.0,2599.0,2599.0,2025,3,March,28,Friday,1,4,Normal
ORD1164,2025-04-03,Vikas,vikas56@gmail.com,9849315681.0,Lucknow,Up,Bottle,Home,5.0,2599.0,15.0,COD,Delivered,2025-04-10,12995.0,1949.25,11045.75,11045.75,2025,4,April,3,Thursday,2,7,Normal
ORD1165,2025-04-19,Neha,neha28@gmail.com,9235161022.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,499.0,0.0,UPI,Pending,2025-04-29,998.0,0.0,998.0,998.0,2025,4,April,19,Saturday,2,10,Delayed
ORD1166,2025-04-02,Neha,neha3@gmail.com,9921574268.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,20.0,COD,Delivered,2025-04-04,7495.0,1499.0,5996.0,5996.0,2025,4,April,2,Wednesday,2,2,Fast
ORD1167,2025-05-25,Sneha,sneha62@gmail.com,9501654641.0,Mumbai,Maharashtra,Mouse,Electronics,3.0,499.0,0.0,NetBanking,Delivered,2025-05-27,1497.0,0.0,1497.0,1497.0,2025,5,May,25,Sunday,2,2,Fast
ORD1168,2025-02-27,Vikas,vikas27@gmail.com,9983080625.0,Lucknow,Up,Watch,Fashion,1.0,2599.0,15.0,NetBanking,Returned,2025-03-05,2599.0,389.85,2209.15,2209.15,2025,2,February,27,Thursday,1,6,Normal
ORD1169,2025-02-28,Rahul,rahul11@gmail.com,9846751763.0,Delhi,Delhi,Watch,Fashion,3.0,999.0,15.0,COD,Cancelled,2025-03-07,2997.0,449.55,2547.45,2547.45,2025,2,February,28,Friday,1,7,Normal
ORD1170,2025-01-21,Neha,neha82@gmail.com,9558798402.0,Jaipur,Rajasthan,Shoes,Fashion,5.0,1499.0,0.0,COD,Delivered,2025-01-23,7495.0,0.0,7495.0,7495.0,2025,1,January,21,Tuesday,1,2,Fast
ORD1171,2025-11-05,Amit,amit78@gmail.com,9918288229.0,Pune,Maharashtra,Mouse,Electronics,3.0,999.0,0.0,UPI,Delivered,2025-05-15,2997.0,0.0,2997.0,2997.0,2025,11,November,5,Wednesday,4,-174,Fast
ORD1172,2025-02-26,Neha,neha16@gmail.com,9521714786.0,Pune,Maharashtra,Mouse,Electronics,3.0,499.0,0.0,Wallet,Pending,2025-03-04,1497.0,0.0,1497.0,1497.0,2025,2,February,26,Wednesday,1,6,Normal
ORD1173,2025-04-26,Rahul,rahul89@gmail.com,9999073839.0,Bengaluru,Karnataka,Watch,Fashion,1.0,4999.0,15.0,COD,Cancelled,2025-04-30,4999.0,749.85,4249.15,4249.15,2025,4,April,26,Saturday,2,4,Normal
ORD1174,2025-02-15,Priya,priya60@gmail.com,9842003798.0,Bengaluru,Karnataka,Bottle,Home,3.0,1999.0,0.0,COD,Delivered,2025-02-20,5997.0,0.0,5997.0,5997.0,2025,2,February,15,Saturday,1,5,Normal
ORD1175,2025-02-26,Rahul,rahul22@gmail.com,9423004673.0,Delhi,Delhi,Watch,Fashion,1.0,1499.0,5.0,Wallet,Returned,2025-04-13,1499.0,74.95,1424.05,1424.05,2025,2,February,26,Wednesday,1,46,Delayed
ORD1176,2025-06-03,Neha,neha19@gmail.com,Unknown,Mumbai,Maharashtra,Mouse,Electronics,3.0,4999.0,10.0,Wallet,Pending,2025-06-08,14997.0,1499.7,13497.3,13497.3,2025,6,June,3,Tuesday,2,5,Normal
ORD1177,2025-04-07,Priya,priya13@gmail.com,9461242197.0,Jaipur,Rajasthan,Shoes,Fashion,4.0,1999.0,20.0,COD,Returned,2025-04-17,7996.0,1599.2,6396.8,6396.8,2025,4,April,7,Monday,2,10,Delayed
ORD1178,2025-04-26,Rohit,rohit52@gmail.com,9667967484.0,Lucknow,Up,Watch,Fashion,3.0,999.0,10.0,UPI,Cancelled,2025-05-06,2997.0,299.7,2697.3,2697.3,2025,4,April,26,Saturday,2,10,Delayed
ORD1179,2025-05-19,Amit,amit49@gmail.com,9617911882.0,Mumbai,Maharashtra,Watch,Fashion,4.0,4999.0,0.0,Card,Cancelled,2025-05-25,19996.0,0.0,19996.0,19996.0,2025,5,May,19,Monday,2,6,Normal
ORD1181,2025-03-19,Amit,amit5@gmail.com,9421136377.0,Delhi,Delhi,Laptop,Electronics,3.0,1499.0,15.0,COD,Cancelled,2025-03-25,4497.0,674.55,3822.45,3822.45,2025,3,March,19,Wednesday,1,6,Normal
ORD1182,2025-06-25,Rahul,rahul46@gmail.com,9993898089.0,Bengaluru,Karnataka,Bottle,Home,5.0,499.0,20.0,NetBanking,Returned,2025-07-05,2495.0,499.0,1996.0,1996.0,2025,6,June,25,Wednesday,2,10,Delayed
ORD1183,2025-04-12,Amit,amit77@gmail.com,9241602288.0,Delhi,Delhi,Bottle,Home,4.0,9999.0,20.0,NetBanking,Cancelled,2025-04-18,39996.0,7999.2,31996.8,31996.8,2025,4,April,12,Saturday,2,6,Normal
ORD1184,2025-06-30,Priya,priya37@gmail.com,9830144426.0,Jaipur,Rajasthan,Chair,Furniture,3.0,4999.0,20.0,Card,Pending,2025-07-04,14997.0,2999.4,11997.6,11997.6,2025,6,June,30,Monday,2,4,Normal
ORD1185,2025-02-14,Rahul,rahul56@gmail.com,9870048875.0,Delhi,Delhi,Watch,Fashion,1.0,999.0,0.0,NetBanking,Cancelled,2025-02-18,999.0,0.0,999.0,999.0,2025,2,February,14,Friday,1,4,Normal
ORD1187,2025-06-06,Rahul,rahul91@gmail.com,9299209389.0,Delhi,Delhi,Mouse,Electronics,5.0,2599.0,0.0,Card,Returned,2025-06-13,12995.0,0.0,12995.0,12995.0,2025,6,June,6,Friday,2,7,Normal
ORD1189,2025-04-30,Neha  ,neha84@gmail.com,9104440852.0,Pune,Maharashtra,Shoes,Fashion,2.0,499.0,0.0,UPI,Pending,2025-05-07,998.0,0.0,998.0,998.0,2025,4,April,30,Wednesday,2,7,Normal
ORD1190,2025-06-27,Rohit,rohit72@gmail.com,9828064790.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1499.0,0.0,NetBanking,Delivered,2025-06-30,4497.0,0.0,4497.0,4497.0,2025,6,June,27,Friday,2,3,Fast
ORD1191,2025-05-10,Sneha,sneha85@gmail.com,9260651088.0,Bengaluru,Karnataka,Bottle,Home,3.0,1999.0,20.0,Wallet,Delivered,2025-05-17,5997.0,1199.4,4797.6,4797.6,2025,5,May,10,Saturday,2,7,Normal
ORD1192,2025-04-10,Sneha,sneha47@gmail.com,9346739926.0,Lucknow,Up,Chair,Furniture,2.0,1499.0,0.0,UPI,Returned,2025-04-20,2998.0,0.0,2998.0,2998.0,2025,4,April,10,Thursday,2,10,Delayed
ORD1193,2025-02-24,Rahul,rahul83@gmail.com,9914184322.0,Pune,Maharashtra,Bottle,Home,3.0,499.0,0.0,Wallet,Returned,2025-03-01,1497.0,0.0,1497.0,1497.0,2025,2,February,24,Monday,1,5,Normal
ORD1194,2025-05-17,Neha,neha48@gmail.com,9251581328.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,1499.0,0.0,Card,Delivered,2025-05-27,7495.0,0.0,7495.0,7495.0,2025,5,May,17,Saturday,2,10,Delayed
ORD1195,2025-06-26,Rahul,rahul97@gmail.com,9670476961.0,Pune,Maharashtra,Shoes,Fashion,2.0,9999.0,20.0,COD,Delivered,2025-07-01,19998.0,3999.6,15998.4,15998.4,2025,6,June,26,Thursday,2,5,Normal
ORD1196,2025-05-19,Rohit,rohit36@gmail.com,9343829003.0,Lucknow,Up,Laptop,Electronics,4.0,9999.0,20.0,COD,Delivered,2025-05-26,39996.0,7999.2,31996.8,31996.8,2025,5,May,19,Monday,2,7,Normal
ORD1197,2025-03-31,Rahul,rahul76@gmail.com,9977813525.0,Mumbai,Maharashtra,Watch,Fashion,5.0,499.0,0.0,COD,Delivered,2025-04-07,2495.0,0.0,2495.0,2495.0,2025,3,March,31,Monday,1,7,Normal
ORD1200,2025-04-07,Rohit,rohit8@gmail.com,9900633970.0,Jaipur,Rajasthan,Mouse,Electronics,4.0,1499.0,5.0,Wallet,Pending,2025-04-13,5996.0,299.8,5696.2,5696.2,2025,4,April,7,Monday,2,6,Normal
ORD1201,2025-01-24,Rohit,rohit31@gmail.com,9117012775.0,Bengaluru,Karnataka,Shoes,Fashion,2.0,1999.0,0.0,UPI,Delivered,2025-01-29,3998.0,0.0,3998.0,3998.0,2025,1,January,24,Friday,1,5,Normal
ORD1202,2025-05-16,Rohit,rohit29@gmail.com,9297341581.0,Bengaluru,Karnataka,Chair,Furniture,5.0,9999.0,0.0,Wallet,Delivered,2025-05-21,49995.0,0.0,49995.0,49995.0,2025,5,May,16,Friday,2,5,Normal
ORD1203,2025-04-29,Vikas,vikas36@gmail.com,9900923665.0,Bengaluru,Karnataka,Bottle,Home,4.0,2599.0,20.0,UPI,Cancelled,2025-05-07,10396.0,2079.2,8316.8,8316.8,2025,4,April,29,Tuesday,2,8,Delayed
ORD1204,2025-04-27,Amit,amit28@gmail.com,9221581146.0,Lucknow,Up,Chair,Furniture,2.0,2599.0,0.0,NetBanking,Pending,2025-05-02,5198.0,0.0,5198.0,5198.0,2025,4,April,27,Sunday,2,5,Normal
ORD1205,2025-05-01,Sneha,sneha50@gmail.com,9244857483.0,Pune,Maharashtra,Watch,Fashion,3.0,9999.0,0.0,COD,Delivered,2025-05-04,29997.0,0.0,29997.0,29997.0,2025,5,May,1,Thursday,2,3,Fast
ORD1206,2025-03-17,Vikas,vikas95@gmail.com,9428593006.0,Bengaluru,Karnataka,Chair,Furniture,2.0,9999.0,0.0,UPI,Cancelled,2025-03-22,19998.0,0.0,19998.0,19998.0,2025,3,March,17,Monday,1,5,Normal
ORD1207,2025-03-14,Neha,neha51@gmail.com,9327323248.0,Delhi,Delhi,Laptop,Electronics,2.0,4999.0,20.0,UPI,Delivered,2025-03-19,9998.0,1999.6,7998.4,7998.4,2025,3,March,14,Friday,1,5,Normal
ORD1208,2025-02-19,Sneha,sneha2@gmail.com,9448697337.0,Delhi,Delhi,Chair,Furniture,3.0,1499.0,0.0,UPI,Pending,2025-02-25,4497.0,0.0,4497.0,4497.0,2025,2,February,19,Wednesday,1,6,Normal
ORD1209,2025-04-06,Sneha,sneha58@gmail.com,9630635911.0,Pune,Maharashtra,Mouse,Electronics,3.0,1999.0,0.0,COD,Pending,2025-04-12,5997.0,0.0,5997.0,5997.0,2025,4,April,6,Sunday,2,6,Normal
ORD1210,2025-03-30,Amit,amit72@gmail.com,9629685031.0,Mumbai,Maharashtra,Laptop,Electronics,3.0,1999.0,0.0,COD,Returned,2025-04-08,5997.0,0.0,5997.0,5997.0,2025,3,March,30,Sunday,1,9,Delayed
ORD1211,2025-02-25,Rahul,rahul53@gmail.com,9264832711.0,Bengaluru,Karnataka,Chair,Furniture,3.0,1499.0,0.0,COD,Returned,2025-03-04,4497.0,0.0,4497.0,4497.0,2025,2,February,25,Tuesday,1,7,Normal
ORD1212,2025-01-14,Rohit,rohit67@gmail.com,9919764359.0,Pune,Maharashtra,Laptop,Electronics,5.0,1999.0,20.0,NetBanking,Delivered,2025-01-23,9995.0,1999.0,7996.0,7996.0,2025,1,January,14,Tuesday,1,9,Delayed
ORD1213,2025-03-24,Vikas,vikas32@gmail.com,9725923904.0,Mumbai,Maharashtra,Mouse,Electronics,5.0,1499.0,0.0,UPI,Cancelled,2025-04-03,7495.0,0.0,7495.0,7495.0,2025,3,March,24,Monday,1,10,Delayed
ORD1214,2025-01-22,Neha,neha23@gmail.com,9763321213.0,Lucknow,Up,Shoes,Fashion,5.0,1999.0,0.0,NetBanking,Pending,2025-02-01,9995.0,0.0,9995.0,9995.0,2025,1,January,22,Wednesday,1,10,Delayed
ORD1215,2025-04-11,Vikas,vikas57@gmail.com,9116763158.0,Jaipur,Rajasthan,Mouse,Electronics,5.0,9999.0,0.0,Wallet,Returned,2025-04-18,49995.0,0.0,49995.0,49995.0,2025,4,April,11,Friday,2,7,Normal
ORD1216,2025-11-04,Vikas  ,vikas16@gmail.com,9274302465.0,Bengaluru ,Karnataka,Chair,Furniture,3.0,1499.0,0.0,Card,Returned,2025-04-18,4497.0,0.0,4497.0,4497.0,2025,11,November,4,Tuesday,4,-200,Fast
ORD1218,2025-05-21,Amit,amit29@gmail.com,9171906382.0,Lucknow,Up,Bottle,Home,2.0,1499.0,20.0,UPI,Returned,2025-05-23,2998.0,599.6,2398.4,2398.4,2025,5,May,21,Wednesday,2,2,Fast
 ,2025-01-26,Rahul,rahul38@gmail.com,9240228562.0,Mumbai,Maharashtra,Mouse,Electronics,5.0,499.0,10.0,UPI,Pending,2025-01-28,2495.0,249.5,2245.5,2245.5,2025,1,January,26,Sunday,1,2,Fast
ORD1220,2025-04-04,Rohit,rohit96@gmail.com,Unknown,Bengaluru,Karnataka,Watch,Fashion,1.0,9999.0,10.0,COD,Returned,2025-04-08,9999.0,999.9,8999.1,8999.1,2025,4,April,4,Friday,2,4,Normal
ORD1221,2025-02-02,Vikas,vikas94@gmail.com,9250810488.0,Lucknow,Up,Bottle,Home,5.0,999.0,15.0,NetBanking,Returned,2025-02-08,4995.0,749.25,4245.75,4245.75,2025,2,February,2,Sunday,1,6,Normal
ORD1222,2025-05-27,Sneha,sneha39@gmail.com,9835766723.0,Lucknow,Up,Watch,Fashion,3.0,4999.0,15.0,Wallet,Returned,2025-05-29,14997.0,2249.55,12747.45,12747.45,2025,5,May,27,Tuesday,2,2,Fast
ORD1223,2025-05-01,Vikas,vikas81@gmail.com,9706847038.0,Pune,Maharashtra,Watch,Fashion,5.0,4999.0,10.0,COD,Cancelled,2025-05-10,24995.0,2499.5,22495.5,22495.5,2025,5,May,1,Thursday,2,9,Delayed
ORD1224,2025-03-15,Rahul,rahul61@gmail.com,9378954231.0,Mumbai,Maharashtra,Mouse,Electronics,2.0,4999.0,0.0,COD,Returned,2025-03-20,9998.0,0.0,9998.0,9998.0,2025,3,March,15,Saturday,1,5,Normal
ORD1225,2025-06-15,Neha,neha22@gmail.com,9739669657.0,Lucknow,Up,Shoes,Fashion,3.0,999.0,20.0,Wallet,Pending,2025-04-13,2997.0,599.4,2397.6,2397.6,2025,6,June,15,Sunday,2,-63,Fast
ORD1226,2025-01-16,Rohit,rohit61@gmail.com,9334158867.0,Mumbai,Maharashtra,Watch,Fashion,5.0,499.0,20.0,UPI,Cancelled,2025-01-19,2495.0,499.0,1996.0,1996.0,2025,1,January,16,Thursday,1,3,Fast
ORD1227,2025-01-15,Rohit,rohit73@gmail.com,9753446036.0,Lucknow,Up,Bottle,Home,2.0,499.0,10.0,NetBanking,Returned,2025-01-22,998.0,99.8,898.2,898.2,2025,1,January,15,Wednesday,1,7,Normal
ORD1228,2025-03-06,Priya,priya72@gmail.com,9286654600.0,Bengaluru,Karnataka,Shoes,Fashion,2.0,499.0,15.0,Wallet,Pending,2025-03-12,998.0,149.7,848.3,848.3,2025,3,March,6,Thursday,1,6,Normal
ORD1229,2025-06-06,Rohit,rohit55@gmail.com,9202480572.0,Jaipur,Rajasthan,Bottle,Home,5.0,499.0,10.0,Wallet,Returned,2025-06-10,2495.0,249.5,2245.5,2245.5,2025,6,June,6,Friday,2,4,Normal
ORD1230,2025-01-23,Priya,priya62@gmail.com,9703144165.0,Delhi,Delhi,Shoes,Fashion,3.0,4999.0,0.0,NetBanking,Delivered,2025-02-02,14997.0,0.0,14997.0,14997.0,2025,1,January,23,Thursday,1,10,Delayed
ORD1231,2025-05-07,Neha,neha57@gmail.com,9311923454.0,Lucknow,Up,Bottle,Home,2.0,499.0,0.0,UPI,Delivered,2025-05-10,998.0,0.0,998.0,998.0,2025,5,May,7,Wednesday,2,3,Fast
ORD1232,2025-01-02,Rohit,rohit3@gmail.com,9744822787.0,Pune,Maharashtra,Watch,Fashion,3.0,2599.0,10.0,Wallet,Delivered,2025-01-12,7797.0,779.7,7017.3,7017.3,2025,1,January,2,Thursday,1,10,Delayed
ORD1233,2025-04-23,Amit,amit78@gmail.com,9170597569.0,Delhi,Delhi,Bottle,Home,4.0,999.0,20.0,NetBanking,Pending,2025-04-30,3996.0,799.2,3196.8,3196.8,2025,4,April,23,Wednesday,2,7,Normal
ORD1234,2025-02-20,Rahul,rahul71@gmail.com,9252370625.0,Mumbai ,Maharashtra,Mouse,Electronics,4.0,2599.0,20.0,COD,Delivered,2025-02-27,10396.0,2079.2,8316.8,8316.8,2025,2,February,20,Thursday,1,7,Normal
ORD1235,2025-06-10,Rohit,rohit82@gmail.com,9786681008.0,Mumbai,Maharashtra,Laptop,Electronics,5.0,9999.0,0.0,Wallet,Returned,2025-06-18,49995.0,0.0,49995.0,49995.0,2025,6,June,10,Tuesday,2,8,Delayed
ORD1236,2025-03-30,Sneha,sneha52@gmail.com,9467598211.0,Pune,Maharashtra,Shoes,Fashion,5.0,4999.0,20.0,UPI,Returned,2025-04-08,24995.0,4999.0,19996.0,19996.0,2025,3,March,30,Sunday,1,9,Delayed
ORD1237,2025-02-08,Sneha,sneha64@gmail.com,9609840956.0,Delhi,Delhi,Mouse,Electronics,5.0,2599.0,10.0,NetBanking,Pending,2025-02-12,12995.0,1299.5,11695.5,11695.5,2025,2,February,8,Saturday,1,4,Normal
ORD1238,2025-02-13,Sneha,sneha20@gmail.com,9215923777.0,Jaipur,Rajasthan,Chair,Furniture,3.0,2599.0,20.0,Wallet,Returned,2025-02-22,7797.0,1559.4,6237.6,6237.6,2025,2,February,13,Thursday,1,9,Delayed
ORD1239,2025-02-02,Amit,amit99@gmail.com,9298132383.0,Delhi,Delhi,Mouse,Electronics,4.0,4999.0,20.0,COD,Delivered,2025-02-09,19996.0,3999.2,15996.8,15996.8,2025,2,February,2,Sunday,1,7,Normal
ORD1240,2025-04-07,Rahul,rahul41@gmail.com,9473396808.0,Pune,Maharashtra,Laptop,Electronics,1.0,1999.0,10.0,Wallet,Pending,2025-03-22,1999.0,199.9,1799.1,1799.1,2025,4,April,7,Monday,2,-16,Fast
ORD1241,2025-04-13,Rahul,rahul74@gmail.com,9266228954.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,0.0,COD,Cancelled,2025-04-15,7495.0,0.0,7495.0,7495.0,2025,4,April,13,Sunday,2,2,Fast
ORD1242,2025-06-18,Priya,priya44@gmail.com,Unknown,Bengaluru,Karnataka,Chair,Furniture,4.0,9999.0,20.0,NetBanking,Returned,2025-06-22,39996.0,7999.2,31996.8,31996.8,2025,6,June,18,Wednesday,2,4,Normal
ORD1243,2025-01-20,Neha  ,neha72@gmail.com,9384057702.0,Lucknow,Up,Chair,Furniture,5.0,999.0,0.0,Wallet,Cancelled,2025-01-24,4995.0,0.0,4995.0,4995.0,2025,1,January,20,Monday,1,4,Normal
ORD1244,2025-01-19,Amit,amit54@gmail.com,9855809712.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,499.0,10.0,Card,Pending,2025-01-23,2495.0,249.5,2245.5,2245.5,2025,1,January,19,Sunday,1,4,Normal
ORD1245,2025-04-20,Rahul,rahul89@gmail.com,9549999839.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,10.0,COD,Pending,2025-04-29,7495.0,749.5,6745.5,6745.5,2025,4,April,20,Sunday,2,9,Delayed
ORD1246,2025-06-18,Sneha,sneha96@gmail.com,9947789147.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1999.0,0.0,UPI,Returned,2025-06-25,7996.0,0.0,7996.0,7996.0,2025,6,June,18,Wednesday,2,7,Normal
ORD1247,2025-06-28,Amit,amit15@gmail.com,9343013197.0,Delhi,Delhi,Chair,Furniture,5.0,1999.0,5.0,Card,Delivered,2025-07-01,9995.0,499.75,9495.25,9495.25,2025,6,June,28,Saturday,2,3,Fast
